Date,Open,High,Low,Close,200_WMA_Open,200_WMA_High,200_WMA_Low,200_WMA_Close,200_WMA_Dollar_1_Day,200_WMA_Percent_1_Day,Price_Change_Dollar_200_Week,Price_Change_Percent_200_Week,Price_Change_Dollar_Same_Day_Swing,Price_Change_Percent_Same_Day_Swing,Price_Change_Dollar_1_Day,Price_Change_Percent_1_Day
2025-07-02,105703.10,109763.66,105157.40,108859.32,49274.47,50220.64,48300.24,49314.39,42.86,0.09,60012.29,122.86,4606.26,4.2,3161.04,2.99
2025-07-01,107144.38,107550.68,105270.23,105698.28,49232.62,50177.32,48258.39,49271.53,41.82,0.08,58531.59,124.10,2280.45,2.2,-1437.05,-1.34
2025-06-30,108383.44,108798.79,106759.65,107135.34,49189.68,50134.92,48216.59,49229.71,42.91,0.09,60080.35,127.68,2039.14,1.9,-1250.23,-1.15
2025-06-29,107327.82,108526.30,107230.11,108385.57,49147.14,50092.15,48173.87,49186.80,42.53,0.09,59555.74,121.97,1296.20,1.2,1057.87,0.99
2025-06-28,107090.55,107567.88,106883.98,107327.70,49105.42,50050.10,48131.51,49144.27,41.73,0.08,58425.30,119.47,683.91,0.6,239.27,0.22
2025-06-27,106954.92,107772.47,106449.99,107088.43,49063.98,50008.47,48089.80,49102.54,41.45,0.08,58029.76,118.29,1322.48,1.2,128.43,0.12
2025-06-26,107375.07,108305.55,106666.35,106960.00,49021.08,49966.57,48046.90,49061.09,42.87,0.09,60017.78,127.85,1639.20,1.5,-401.26,-0.37
2025-06-25,106047.41,108168.40,105881.39,107361.26,48979.38,49924.46,48003.86,49018.22,41.72,0.09,58400.47,119.28,2287.01,2.1,1315.62,1.24
2025-06-24,105571.52,106316.83,104740.24,106045.63,48937.73,49882.34,47961.92,48976.50,41.67,0.09,58339.52,122.29,1576.59,1.5,467.86,0.44
2025-06-23,100987.48,106116.86,99705.75,105577.77,48897.71,49842.02,47921.17,48934.83,40.03,0.08,56031.62,113.09,6411.11,6.1,4590.63,4.55
2025-06-22,102212.03,103351.63,98286.20,100987.14,48860.77,49802.29,47885.00,48894.80,36.90,0.08,51665.49,104.75,5065.43,5.0,-1270.27,-1.24
2025-06-21,103315.08,104015.78,100973.06,102257.41,48822.68,49763.79,47849.23,48857.90,38.11,0.08,53351.91,109.09,3042.72,3.0,-1052.20,-1.02
2025-06-20,104681.03,106539.38,102372.21,103309.60,48784.12,49725.02,47811.62,48819.79,38.55,0.08,53970.43,109.39,4167.17,4.0,-1374.69,-1.31
2025-06-19,104886.77,105250.89,103940.77,104684.29,48742.72,49684.16,47771.81,48781.24,41.40,0.08,57966.71,124.08,1310.12,1.3,-199.04,-0.19
2025-06-18,104602.07,105581.85,103602.27,104883.33,48699.75,49642.53,47729.00,48739.84,42.91,0.09,60082.14,134.11,1979.59,1.9,282.21,0.27
2025-06-17,106794.12,107750.20,103396.53,104601.12,48656.95,49599.94,47686.69,48696.93,42.79,0.09,59905.76,134.03,4353.66,4.2,-2195.64,-2.06
2025-06-16,105555.59,108915.38,104997.62,106796.76,48613.48,49556.64,47644.63,48654.14,43.41,0.09,60792.27,132.14,3917.75,3.7,1244.73,1.18
2025-06-15,105464.84,106157.10,104519.88,105552.02,48571.67,49513.13,47602.27,48610.73,41.80,0.09,58505.02,124.35,1637.22,1.6,79.62,0.08
2025-06-14,106108.09,106203.76,104379.37,105472.41,48529.98,49471.13,47560.17,48568.93,41.70,0.09,58375.46,123.95,1824.39,1.7,-618.56,-0.58
2025-06-13,105924.59,106182.55,102822.02,106090.97,48488.34,49429.62,47518.60,48527.23,41.64,0.09,58297.65,121.98,3360.52,3.2,161.91,0.15
2025-06-12,108685.91,108780.70,105785.69,105929.05,48444.43,49387.94,47476.79,48485.59,43.92,0.09,61500.77,138.43,2995.01,2.8,-2757.57,-2.54
2025-06-11,110261.80,110384.22,108086.33,108686.62,48399.35,49343.26,47432.55,48441.67,45.07,0.09,63092.99,138.38,2297.89,2.1,-1570.61,-1.42
2025-06-10,110295.69,110380.12,108367.71,110257.23,48353.16,49297.80,47387.74,48396.60,46.19,0.10,64672.20,141.87,2012.41,1.8,-36.87,-0.03
2025-06-09,105793.02,110561.42,105400.23,110294.10,48307.44,49252.27,47342.27,48350.41,45.66,0.09,63928.70,137.88,5161.19,4.7,4500.45,4.25
2025-06-08,105617.51,106497.06,105075.33,105793.65,48263.15,49206.49,47297.59,48304.75,44.29,0.09,61995.53,141.55,1421.73,1.3,178.02,0.17
2025-06-07,104390.65,105972.76,103987.31,105615.62,48219.55,49162.77,47253.48,48260.46,43.61,0.09,61059.82,137.04,1985.45,1.9,1225.28,1.17
2025-06-06,101574.37,105376.77,101169.57,104390.34,48175.59,49118.99,47209.65,48216.85,43.99,0.09,61573.84,143.81,4207.20,4.0,2814.39,2.77
2025-06-05,104750.78,105936.69,100436.88,101575.95,48132.22,49074.62,47165.91,48172.86,43.36,0.09,60706.40,148.54,5499.80,5.4,-3156.03,-3.01
2025-06-04,105434.37,105997.70,104232.70,104731.98,48085.79,49028.48,47120.93,48129.50,46.43,0.10,64984.48,163.49,1764.99,1.7,-700.48,-0.66
2025-06-03,105888.48,106813.58,104920.84,105432.47,48037.78,48981.30,47073.33,48083.07,48.05,0.10,67279.48,176.34,1892.73,1.8,-449.06,-0.42
2025-06-02,105649.81,105958.31,103727.55,105881.53,47990.12,48933.40,47025.38,48035.02,47.63,0.10,66679.59,170.09,2230.77,2.1,229.43,0.22
2025-06-01,104637.30,105884.55,103826.95,105652.10,47943.17,48886.58,46978.95,47987.39,46.91,0.10,65677.20,164.30,2057.59,1.9,1014.01,0.97
2025-05-31,103994.72,104927.10,103136.12,104638.09,47898.05,48841.33,46933.04,47940.48,45.01,0.09,63011.90,151.38,1790.98,1.7,639.52,0.61
2025-05-30,105646.21,106308.95,103685.79,103998.57,47853.91,48796.56,46888.73,47895.47,44.11,0.09,61763.02,146.23,2623.16,2.5,-1643.19,-1.56
2025-05-29,107795.57,108910.05,105374.40,105641.76,47807.04,48750.79,46842.10,47851.36,46.89,0.10,65633.34,164.05,3535.65,3.3,-2160.57,-2.00
2025-05-28,108992.17,109298.29,106812.93,107802.33,47758.61,48702.00,46794.94,47804.47,48.43,0.10,67806.42,169.53,2485.36,2.3,-1192.31,-1.09
2025-05-27,109440.41,110744.21,107609.55,108994.64,47708.97,48653.08,46746.41,47756.04,49.70,0.10,69587.70,176.59,3134.66,2.9,-445.73,-0.41
2025-05-26,109023.78,110376.88,108735.64,109440.37,47657.42,48602.12,46695.57,47706.34,51.51,0.11,72102.83,193.11,1641.24,1.5,404.98,0.37
2025-05-25,107802.27,109313.30,106683.38,109035.39,47604.82,48552.21,46643.11,47654.83,52.63,0.11,73685.20,208.44,2629.93,2.4,1244.23,1.15
2025-05-24,107278.51,109454.52,106895.29,107791.16,47552.32,48499.39,46591.10,47602.20,52.50,0.11,73498.71,214.33,2559.23,2.4,503.36,0.47
2025-05-23,111679.36,111798.91,106841.30,107287.80,47499.68,48445.85,46538.62,47549.70,52.65,0.11,73706.25,219.48,4957.60,4.6,-4385.48,-3.93
2025-05-22,109673.49,111970.17,109285.07,111673.28,47442.98,48389.98,46485.21,47497.05,56.69,0.12,79360.17,245.60,2685.10,2.4,1995.20,1.82
2025-05-21,106791.31,110724.46,106127.23,109678.08,47387.61,48333.26,46429.82,47440.36,55.40,0.12,77567.38,241.56,4597.23,4.2,2886.99,2.70
2025-05-20,105605.41,107307.12,104206.52,106791.09,47332.61,48277.57,46375.11,47384.96,54.99,0.12,76983.73,258.27,3100.60,2.9,1184.91,1.12
2025-05-19,106430.53,107068.72,102112.69,105606.18,47279.20,48223.06,46321.64,47329.97,53.42,0.11,74788.34,242.68,4956.03,4.7,-839.83,-0.79
2025-05-18,103186.95,106597.17,103142.60,106446.01,47225.89,48169.37,46270.54,47276.55,53.32,0.11,74649.20,234.77,3454.57,3.2,3254.92,3.15
2025-05-17,103489.29,103716.95,102659.18,103191.09,47174.71,48116.37,46219.16,47223.23,51.19,0.11,71658.02,227.25,1057.77,1.0,-298.20,-0.29
2025-05-16,103735.66,104533.48,103137.48,103489.29,47123.22,48065.10,46168.13,47172.04,51.48,0.11,72067.75,229.36,1396.01,1.3,-255.35,-0.25
2025-05-15,103538.83,104153.62,101440.81,103744.64,47071.87,48013.45,46116.68,47120.56,51.40,0.11,71963.91,226.44,2712.80,2.6,205.23,0.20
2025-05-14,104167.33,104303.56,102618.30,103539.41,47021.36,47962.73,46066.50,47069.16,50.51,0.11,70717.06,215.45,1685.27,1.6,-630.40,-0.61
2025-05-13,102812.49,104997.42,101515.09,104169.81,46970.33,47911.85,46015.79,47018.65,51.04,0.11,71467.79,218.54,3482.33,3.3,1356.86,1.32
2025-05-12,104106.96,105747.45,100814.41,102812.95,46920.55,47860.65,45966.33,46967.61,49.76,0.11,69657.11,210.09,4933.05,4.8,-1293.41,-1.24
2025-05-11,104701.07,104937.99,103364.74,104106.36,46870.66,47809.83,45917.68,46917.85,49.91,0.11,69866.17,204.05,1573.25,1.5,-589.97,-0.56
2025-05-10,102973.71,104961.77,102830.48,104696.33,46819.80,47759.58,45867.66,46867.94,50.84,0.11,71175.81,212.34,2131.28,2.0,1725.48,1.68
2025-05-09,103239.12,104297.49,102343.09,102970.85,46770.41,47709.04,45817.87,46817.10,49.40,0.11,69172.84,204.67,1954.40,1.9,-270.61,-0.26
2025-05-08,97034.25,103969.54,96913.88,103241.46,46720.13,47658.86,45767.86,46767.70,50.26,0.11,70364.09,214.02,7055.66,6.8,6209.14,6.40
2025-05-07,96800.20,97625.80,95829.34,97032.32,46675.03,47608.81,45721.58,46717.44,45.13,0.10,63176.99,186.61,1796.47,1.9,229.84,0.24
2025-05-06,94748.38,96889.18,93399.86,96802.48,46630.34,47564.08,45677.30,46672.31,44.69,0.10,62567.28,182.76,3489.32,3.6,2054.42,2.17
2025-05-05,94319.56,95193.19,93566.27,94748.05,46586.75,47519.90,45634.59,46627.62,43.58,0.09,61002.05,180.77,1626.92,1.7,432.08,0.46
2025-05-04,95877.19,96318.92,94173.43,94315.98,46544.58,47477.12,45591.48,46584.04,42.16,0.09,59028.20,167.28,2145.49,2.3,-1575.82,-1.64
2025-05-03,96904.63,96943.88,95821.29,95891.80,46500.86,47433.98,45548.78,46541.88,43.73,0.09,61223.25,176.60,1122.59,1.2,-1018.27,-1.05
2025-05-02,96494.97,97905.90,96375.95,96910.07,46455.82,47389.67,45504.20,46498.15,45.01,0.10,63013.02,185.90,1529.95,1.6,417.73,0.43
2025-05-01,94212.86,97437.96,94153.63,96492.34,46410.86,47343.98,45458.77,46453.14,44.94,0.10,62920.22,187.42,3284.33,3.4,2285.02,2.43
2025-04-30,94286.47,95249.32,92979.64,94207.31,46368.59,47299.41,45415.00,46408.20,42.27,0.09,59166.48,168.85,2269.68,2.4,-77.48,-0.08
2025-04-29,94981.86,95485.41,93796.63,94284.79,46326.90,47257.14,45372.93,46365.93,41.73,0.09,58417.01,162.87,1688.78,1.8,-693.96,-0.73
2025-04-28,93755.30,95598.49,92860.80,94978.75,46283.68,47215.04,45330.41,46324.20,43.24,0.09,60544.41,175.83,2737.69,2.9,1223.91,1.31
2025-04-27,94660.91,95301.20,93665.40,93754.84,46241.48,47171.91,45288.30,46280.96,42.22,0.09,59105.20,170.58,1635.80,1.7,-892.09,-0.94
2025-04-26,94714.65,95251.36,93927.25,94646.93,46196.92,47128.60,45244.30,46238.74,44.62,0.10,62460.65,194.06,1324.11,1.4,-73.57,-0.08
2025-04-25,93954.25,95768.39,92898.59,94720.50,46151.84,47083.87,45198.77,46194.12,45.05,0.10,63082.72,199.39,2869.80,3.0,776.70,0.83
2025-04-24,93692.40,94016.20,91696.71,93943.80,46109.49,47040.81,45154.80,46149.07,42.34,0.09,59281.36,171.02,2319.48,2.5,244.69,0.26
2025-04-23,93427.59,94535.73,91962.96,93699.11,46066.63,46998.82,45112.44,46106.73,42.84,0.09,59976.08,177.85,2572.77,2.7,257.22,0.28
2025-04-22,87521.88,93817.38,87084.53,93441.89,46023.12,46956.12,45069.45,46063.89,43.53,0.09,60936.23,187.46,6732.85,7.2,5922.98,6.77
2025-04-21,85171.54,88460.09,85143.84,87518.91,45983.19,46912.89,45027.88,46020.36,39.89,0.09,55842.21,176.29,3316.26,3.8,2344.60,2.75
2025-04-20,85066.07,85306.38,83976.84,85174.30,45947.81,46875.21,44989.41,45980.47,35.34,0.08,49476.01,138.59,1329.54,1.6,110.89,0.13
2025-04-19,84450.87,85597.70,84353.46,85063.41,45912.45,46840.04,44953.31,45945.13,35.32,0.08,49447.54,138.84,1244.24,1.5,612.61,0.73
2025-04-18,84900.19,85095.05,84298.88,84450.80,45877.74,46804.94,44918.01,45909.81,34.76,0.08,48663.56,135.98,796.16,0.9,-444.95,-0.52
2025-04-17,84030.67,85449.07,83749.75,84895.75,45844.31,46771.44,44882.98,45875.05,33.46,0.07,46842.25,123.10,1699.32,2.0,861.88,1.03
2025-04-16,83674.51,85428.28,83100.62,84033.87,45811.67,46738.62,44849.90,45841.59,32.63,0.07,45686.80,119.14,2327.66,2.8,364.88,0.44
2025-04-15,84539.70,86429.35,83598.82,83668.99,45780.59,46706.54,44817.81,45808.96,30.91,0.07,43262.72,107.07,2830.53,3.4,-873.40,-1.03
2025-04-14,83694.52,85785.00,83690.64,84542.39,45749.09,46674.30,44786.39,45778.05,31.65,0.07,44323.91,110.21,2094.36,2.5,857.41,1.02
2025-04-13,85279.47,86015.19,83027.01,83684.98,45717.18,46642.30,44754.29,45746.40,31.85,0.07,44587.12,114.04,2988.18,3.6,-1602.13,-1.88
2025-04-12,83404.52,85856.19,82769.38,85287.11,45681.66,46608.95,44719.89,45714.55,35.52,0.08,49734.59,139.89,3086.81,3.6,1882.27,2.26
2025-04-11,79625.05,84247.48,78936.32,83404.84,45648.76,46574.34,44685.57,45679.03,32.91,0.07,46070.44,123.40,5311.16,6.4,3778.70,4.75
2025-04-10,82565.98,82700.93,78456.13,79626.14,45618.09,46541.03,44654.93,45646.12,30.66,0.07,42923.54,116.95,4244.80,5.3,-2947.81,-3.57
2025-04-09,76273.56,83541.00,74589.67,82573.95,45585.82,46509.34,44624.50,45615.46,32.31,0.07,45228.83,121.11,8951.33,10.8,6302.00,8.26
2025-04-08,79218.48,80823.89,76198.02,76271.95,45555.21,46476.48,44594.42,45583.15,30.57,0.07,42799.32,127.86,4625.87,6.1,-2963.38,-3.74
2025-04-07,78221.34,81119.06,74436.68,79235.34,45522.61,46443.05,44562.21,45552.58,32.62,0.07,45674.63,136.10,6682.38,8.4,1020.85,1.31
2025-04-06,83504.51,83704.72,77097.74,78214.48,45492.34,46411.39,44532.96,45519.96,30.25,0.07,42352.11,118.10,6606.98,8.4,-5290.31,-6.34
2025-04-05,83844.70,84207.02,82377.73,83504.80,45458.08,46377.62,44503.11,45489.71,34.26,0.08,47952.84,134.88,1829.28,2.2,-339.01,-0.40
2025-04-04,83100.25,84696.15,81670.75,83843.80,45424.54,46344.56,44469.20,45455.45,33.53,0.07,46949.40,127.25,3025.40,3.6,740.98,0.89
2025-04-03,82487.48,83909.30,81282.10,83102.83,45393.21,46312.09,44436.37,45421.92,31.35,0.07,43894.06,111.95,2627.20,3.2,617.12,0.75
2025-04-02,85180.61,88466.95,82343.54,82485.71,45361.15,46280.36,44404.91,45390.57,32.09,0.07,44910.53,119.52,6123.41,7.4,-2683.46,-3.15
2025-04-01,82551.92,85487.37,82429.36,85169.17,45326.52,46244.47,44371.79,45358.48,34.62,0.08,48484.25,132.16,3058.01,3.6,2620.26,3.17
2025-03-31,82336.06,83870.12,81293.89,82548.91,45294.19,46210.48,44338.47,45323.86,32.30,0.07,45216.06,121.12,2576.23,3.1,214.39,0.26
2025-03-30,82596.98,83505.00,81573.25,82334.52,45260.86,46177.34,44304.86,45291.56,33.33,0.07,46656.39,130.77,1931.75,2.3,-263.06,-0.32
2025-03-29,84352.07,84567.34,81634.14,82597.59,45226.57,46143.69,44270.54,45258.23,34.27,0.08,47981.52,138.61,2933.20,3.6,-1755.56,-2.08
2025-03-28,87185.23,87489.86,83557.64,84353.15,45191.81,46109.88,44236.29,45223.96,34.75,0.08,48655.54,136.30,3932.22,4.7,-2823.95,-3.24
2025-03-27,86896.26,87786.73,85837.94,87177.10,45157.04,46075.14,44201.45,45189.21,34.82,0.08,48740.13,126.81,1948.79,2.2,276.22,0.32
2025-03-26,87460.23,88292.16,85861.45,86900.88,45123.05,46041.28,44166.75,45154.39,34.01,0.08,47606.68,121.15,2430.70,2.8,-570.82,-0.65
2025-03-25,87512.82,88542.40,86346.08,87471.70,45088.00,46007.35,44132.50,45120.38,35.04,0.08,49069.48,127.78,2196.32,2.5,-27.21,-0.03
2025-03-24,86070.93,88758.73,85541.20,87498.91,45053.21,45972.52,44096.95,45085.34,34.86,0.08,48792.93,126.06,3217.53,3.7,1444.54,1.68
2025-03-23,83831.90,86094.78,83794.91,86054.38,45016.52,45937.57,44060.53,45050.48,36.63,0.08,51283.79,147.49,2299.87,2.7,2221.89,2.65
2025-03-22,84046.26,84513.88,83674.78,83832.48,44983.44,45903.43,44022.97,45013.85,33.07,0.07,46295.85,123.34,839.09,1.0,-210.76,-0.25
2025-03-21,84164.54,84782.27,83171.07,84043.24,44950.10,45870.79,43988.48,44980.78,33.38,0.07,46738.55,125.29,1611.20,1.9,-123.95,-0.15
2025-03-20,86872.95,87443.27,83647.20,84167.20,44918.98,45840.36,43953.09,44947.40,30.99,0.07,43384.46,106.38,3796.07,4.5,-2687.03,-3.09
2025-03-19,82718.80,87021.19,82569.73,86854.23,44883.19,45808.23,43918.38,44916.41,35.61,0.08,49851.79,134.73,4451.46,5.1,4135.73,5.00
2025-03-18,84075.72,84075.72,81179.99,82718.50,44854.77,45777.18,43881.31,44880.80,28.44,0.06,39809.10,92.77,2895.73,3.5,-1357.19,-1.61
2025-03-17,82576.34,84725.33,82492.16,84075.69,44825.78,45749.85,43853.59,44852.36,28.95,0.06,40538.18,93.11,2233.17,2.7,1496.00,1.81
2025-03-16,84333.32,85051.60,82017.91,82579.69,44799.95,45722.63,43824.81,44823.41,25.81,0.06,36123.63,77.76,3033.70,3.7,-1763.42,-2.09
2025-03-15,83968.41,84672.67,83639.59,84343.11,44773.08,45697.39,43797.63,44797.60,26.84,0.06,37582.92,80.37,1033.08,1.2,374.01,0.45
2025-03-14,81066.99,85263.29,80797.56,83969.10,44748.72,45673.08,43771.22,44770.76,24.35,0.05,34088.57,68.34,4465.73,5.3,2902.40,3.58
2025-03-13,83724.92,84301.70,79931.85,81066.70,44726.30,45648.92,43748.41,44746.41,22.39,0.05,31350.51,63.06,4369.84,5.4,-2655.66,-3.17
2025-03-12,82857.38,84358.58,80635.25,83722.36,44702.03,45625.38,43724.88,44724.02,24.70,0.06,34571.82,70.34,3723.33,4.4,860.15,1.04
2025-03-11,78523.88,83577.76,76624.25,82862.21,44683.36,45606.50,43702.39,44699.32,18.68,0.04,26157.64,46.13,6953.51,8.4,4330.21,5.51
2025-03-10,80597.15,83955.93,77420.59,78532.00,44667.15,45587.43,43686.66,44680.64,16.20,0.04,22672.20,40.59,6535.34,8.3,-2069.04,-2.57
2025-03-09,86154.30,86471.13,80052.48,80601.04,44651.19,45569.97,43669.99,44664.44,15.98,0.04,22368.72,38.41,6418.65,8.0,-5553.55,-6.45
2025-03-08,86742.66,86847.27,85247.48,86154.59,44631.71,45550.50,43653.15,44648.46,19.53,0.04,27350.82,46.51,1599.78,1.9,-588.08,-0.68
2025-03-07,89963.28,91191.05,84717.68,86742.67,44610.71,45530.94,43632.96,44628.93,20.99,0.05,29386.27,51.23,6473.37,7.5,-3219.05,-3.58
2025-03-06,90622.36,92804.94,87852.14,89961.73,44586.75,45507.66,43611.97,44607.94,23.98,0.05,33565.21,59.52,4952.80,5.5,-661.84,-0.73
2025-03-05,87222.95,90998.24,86379.77,90623.56,44563.04,45483.07,43588.78,44583.96,23.71,0.05,33199.55,57.81,4618.47,5.1,3401.37,3.90
2025-03-04,86064.07,88911.27,81529.24,87222.20,44538.78,45459.43,43564.91,44560.25,24.21,0.05,33888.66,63.54,7382.03,8.5,1156.52,1.34
2025-03-03,94248.42,94429.75,85081.30,86065.67,44518.17,45436.79,43544.68,44536.04,20.61,0.05,28865.38,50.46,9348.45,10.9,-8182.68,-8.68
2025-03-02,86036.26,95043.44,85040.21,94248.35,44491.29,45411.46,43524.33,44515.43,26.87,0.06,37617.27,66.43,10003.23,10.6,8216.44,9.55
2025-03-01,84373.87,86522.30,83794.23,86031.91,44471.14,45384.94,43503.69,44488.56,20.15,0.05,28203.86,48.77,2728.07,3.2,1658.91,1.97
2025-02-28,84705.62,85036.32,78248.91,84373.01,44452.10,45364.89,43484.58,44468.41,19.02,0.04,26622.83,46.10,6787.41,8.0,-331.22,-0.39
2025-02-27,84076.86,87000.78,83144.96,84704.23,44429.86,45345.50,43466.64,44449.39,22.25,0.05,31149.12,58.16,3855.82,4.6,357.20,0.42
2025-02-26,88638.89,89286.25,82131.90,84347.02,44408.99,45322.73,43444.70,44427.14,21.09,0.05,29522.32,53.85,7154.35,8.5,-4389.15,-4.95
2025-02-25,91437.12,92511.08,86008.23,88736.17,44385.00,45299.12,43424.52,44406.05,24.07,0.05,33703.05,61.24,6502.84,7.3,-2682.00,-2.93
2025-02-24,96277.96,96503.45,91371.74,91418.17,44358.27,45272.62,43401.18,44381.98,26.71,0.06,37396.42,69.22,5131.71,5.6,-4855.75,-5.04
2025-02-23,96577.80,96671.88,95270.45,96273.92,44324.56,45242.47,43370.80,44355.27,33.77,0.08,47269.67,96.46,1401.42,1.5,-303.84,-0.31
2025-02-22,96134.20,96950.16,95765.34,96577.76,44291.32,45209.50,43336.44,44321.50,33.23,0.08,46526.89,92.96,1184.81,1.2,452.21,0.47
2025-02-21,98340.67,99497.97,94852.96,96125.55,44259.19,45176.79,43302.90,44288.27,32.17,0.07,45031.89,88.14,4645.01,4.8,-2208.39,-2.25
2025-02-20,96632.68,98767.20,96442.67,98333.94,44225.90,45142.95,43269.23,44256.10,33.26,0.08,46571.66,89.97,2324.52,2.4,1698.33,1.76
2025-02-19,95532.53,96855.59,95011.97,96635.61,44195.35,45111.98,43236.47,44222.84,30.52,0.07,42729.52,79.27,1843.62,1.9,1096.06,1.15
2025-02-18,95773.81,96695.38,93388.84,95539.55,44167.45,45083.34,43206.96,44192.32,27.90,0.06,39066.52,69.18,3306.54,3.5,-233.84,-0.24
2025-02-17,96179.01,97032.23,95243.55,95773.38,44138.81,45055.03,43178.43,44164.42,28.61,0.06,40049.12,71.87,1788.69,1.9,-401.65,-0.42
2025-02-16,97580.49,97725.59,96060.98,96175.03,44110.24,45026.81,43149.23,44135.81,28.54,0.06,39958.85,71.08,1664.62,1.7,-1405.32,-1.44
2025-02-15,97508.38,97975.04,97240.20,97580.35,44083.90,45000.62,43118.36,44107.27,26.35,0.06,36896.53,60.80,734.84,0.8,71.38,0.07
2025-02-14,96623.37,98819.47,96342.80,97508.97,44058.20,44975.33,43092.02,44080.92,25.68,0.06,35936.18,58.36,2476.66,2.5,885.10,0.92
2025-02-13,97888.75,98111.09,95269.71,96623.87,44034.37,44950.17,43066.21,44055.24,23.79,0.05,33309.86,52.61,2841.38,2.9,-1261.99,-1.29
2025-02-12,95745.70,98151.02,94101.20,97885.86,44009.50,44925.68,43042.60,44031.45,24.84,0.06,34776.16,55.10,4049.82,4.1,2138.43,2.23
2025-02-11,97438.13,98492.90,94875.04,95747.43,43986.49,44901.91,43019.36,44006.61,23.03,0.05,32243.97,50.78,3617.86,3.8,-1690.12,-1.73
2025-02-10,96499.46,98333.22,95320.84,97437.55,43959.67,44877.09,42994.35,43983.58,26.82,0.06,37544.10,62.68,3012.38,3.1,937.46,0.97
2025-02-09,96481.31,97325.28,94745.26,96500.09,43933.73,44850.61,42968.82,43956.76,25.92,0.06,36295.13,60.29,2580.02,2.7,17.64,0.02
2025-02-08,96533.26,96877.80,95702.49,96482.45,43907.56,44824.50,42943.50,43930.84,26.22,0.06,36689.22,61.36,1175.31,1.2,-46.63,-0.05
2025-02-07,96581.32,100154.14,95653.88,96529.09,43880.21,44799.08,42916.60,43904.62,27.34,0.06,38284.08,65.73,4500.26,4.7,-64.21,-0.07
2025-02-06,96610.64,99168.61,95707.35,96593.30,43852.89,44769.64,42889.57,43877.28,27.33,0.06,38269.34,65.62,3461.26,3.6,-22.15,-0.02
2025-02-05,97878.01,99113.21,96174.83,96615.45,43823.95,44740.47,42861.12,43849.95,28.98,0.07,40566.51,72.38,2938.38,3.0,-1256.38,-1.28
2025-02-04,101398.72,101745.62,96208.11,97871.82,43795.60,44711.63,42832.13,43820.97,28.35,0.06,39679.46,68.19,5537.51,5.7,-3533.60,-3.48
2025-02-03,97681.10,102514.17,91242.89,101405.42,43765.44,44681.44,42804.59,43792.62,30.24,0.07,42347.54,71.71,11271.28,11.1,3716.45,3.80
2025-02-02,100661.54,101430.66,96216.08,97688.98,43737.64,44651.00,42780.62,43762.38,27.81,0.06,38930.42,66.25,5214.59,5.3,-2966.93,-2.95
2025-02-01,102402.80,102755.73,100297.71,100655.91,43706.88,44620.62,42752.73,43734.57,30.75,0.07,43052.02,74.74,2458.02,2.4,-1749.12,-1.71
2025-01-31,104737.56,106026.35,101543.88,102405.02,43676.16,44590.16,42722.24,43703.82,30.73,0.07,43020.71,72.44,4482.47,4.4,-2330.28,-2.22
2025-01-30,103709.34,106418.77,103321.65,104735.30,43643.56,44557.48,42691.76,43673.09,32.60,0.07,45639.50,77.23,3097.12,3.0,1032.09,1.00
2025-01-29,101317.52,104750.80,101283.82,103703.21,43611.58,44524.03,42659.74,43640.49,31.99,0.07,44784.38,76.01,3466.98,3.3,2370.73,2.34
2025-01-28,102095.41,103730.82,100238.19,101332.48,43581.31,44492.02,42628.63,43608.50,30.30,0.07,42414.79,71.99,3492.63,3.4,-755.21,-0.74
2025-01-27,102680.30,103214.11,97795.94,102087.69,43549.63,44460.38,42597.93,43578.20,31.66,0.07,44337.49,76.77,5418.17,5.3,-594.81,-0.58
2025-01-26,104713.21,105438.65,102507.71,102682.50,43516.25,44428.34,42567.46,43546.54,33.38,0.08,46731.75,83.52,2930.94,2.9,-2032.15,-1.94
2025-01-25,104824.03,105243.79,104120.38,104714.65,43481.44,44393.46,42533.57,43513.16,34.82,0.08,48741.14,87.08,1123.41,1.1,-104.84,-0.10
2025-01-24,103965.67,107098.55,102772.12,104819.48,43445.95,44358.70,42497.95,43478.34,35.48,0.08,49682.17,90.11,4326.42,4.1,859.31,0.83
2025-01-23,103657.67,106820.33,101257.80,103960.17,43408.61,44321.58,42461.38,43442.86,37.33,0.09,52256.01,101.07,5562.52,5.4,307.10,0.30
2025-01-22,106136.38,106294.34,103360.27,103653.07,43372.23,44283.42,42425.39,43405.53,36.34,0.08,50878.80,96.41,2934.08,2.8,-2493.20,-2.35
2025-01-21,102052.58,107180.92,100103.95,106146.27,43335.49,44248.40,42389.07,43369.19,36.73,0.08,51407.32,93.91,7076.97,6.7,4129.60,4.05
2025-01-20,101083.75,109114.88,99471.36,102016.66,43301.54,44211.84,42355.76,43332.46,33.92,0.08,47487.52,87.09,9643.52,9.5,927.05,0.92
2025-01-19,104411.29,106299.80,99570.53,101089.61,43270.41,44175.66,42323.48,43298.54,31.12,0.07,43566.19,75.74,6729.27,6.7,-3318.46,-3.18
2025-01-18,104124.95,104913.20,102226.62,104408.07,43237.48,44141.71,42292.37,43267.42,32.92,0.08,46094.43,79.05,2686.59,2.6,-53.97,-0.05
2025-01-17,100025.77,105884.23,99948.91,104462.04,43204.78,44109.65,42260.93,43234.50,32.94,0.08,46115.39,79.04,5935.32,5.7,4705.13,4.72
